,X,Y,MEASUREMEN,TARGET DEP,SCORE,COS
6604,6.14850743593248,46.289391328575,Seismic 2D,4000,15,27
6605,6.14852880321803,46.2884918877394,Seismic 2D,4000,15,15
6606,6.14976218758741,46.2912050162358,Gravimetry,3000,1,3
6607,6.14978353481517,46.2903055751277,Gravimetry,3000,1,-14
6608,6.14980488134006,46.2894061340344,Seismic 2D,4000,15,10
6609,6.14982622716214,46.2885066929561,Seismic 2D,4000,15,22
6610,6.14595536694849,46.287562792322,Seismic 2D,4000,15,50
6611,6.14597677575113,46.2866633520033,Seismic 2D,4000,15,28
6612,6.14599818384894,46.2857639117003,Seismic 2D,4000,15,35
6613,6.14725276802222,46.2875776270621,Seismic 2D,4000,15,17
6614,6.14727415536286,46.2866781865002,Seismic 2D,4000,15,22
6615,6.14729554199939,46.2857787459539,Seismic 2D,4000,15,14
6616,6.1485501698001,46.2875924469191,Seismic 2D,4000,15,24
6617,6.14857153567871,46.2866930061142,Seismic 2D,4000,15,42
6618,6.14859290085392,46.2857935653249,Seismic 2D,4000,15,30
6619,6.14984757228142,46.287607251893,Seismic 2D,4000,15,-2
6620,6.14986891669797,46.2867078108453,Seismic 2D,4000,15,8
6621,6.14989026041181,46.2858083698132,Seismic 2D,4000,15,53
6622,6.15112365180902,46.2885214832894,Seismic 2D,4000,15,49
6623,6.15114497546549,46.2876220419838,Seismic 2D,4000,15,18
6624,6.15116629841993,46.2867226006935,Seismic 2D,4000,15,28
6625,6.15118762067237,46.285823159419,Seismic 2D,4000,15,34
6626,6.15242107715798,46.2885362587393,Seismic 2D,4000,15,9
6627,6.1524423793516,46.2876368171913,Seismic 2D,4000,15,23
6628,6.15246368084388,46.2867373756588,Seismic 2D,4000,15,35
6629,6.15248498163488,46.285837934142,Wells,200,40,34
6630,6.15371850320831,46.2885510193057,Wells,200,40,55
6631,6.15373978393903,46.2876515775158,Seismic 2D,4000,15,4
6632,6.15376106396913,46.2867521357412,Wells,200,40,62
6633,6.15378234329864,46.2858526939824,Wells,200,40,35
6634,6.02951922481359,46.2356052794177,Gravimetry,3000,5,13
6635,6.02923545460939,46.2348768098441,Gravimetry,3000,5,33
6636,6.03069067201183,46.2365008369374,Gravimetry,3000,1,17
6637,6.03049947141233,46.2357984760946,Seismic 2D,4000,15,51
6638,6.03052140960646,46.2348999582065,Seismic 2D,4000,15,28
6639,6.03178443591036,46.2367054885774,Gravimetry,3000,5,37
6640,6.03179424658759,46.2358155337782,Gravimetry,3000,5,24
6641,6.03181752242238,46.2349161172586,Gravimetry,3000,5,44
6642,6.0280803872343,46.2346847239366,Gravimetry,3000,5,24
6643,6.02795252559667,46.2339681798013,Gravimetry,3000,5,-13
6644,6.02797586415313,46.2330687641312,Gravimetry,3000,5,38
6645,6.02924861546213,46.2339843683238,Gravimetry,3000,5,43
6646,6.0292719326013,46.2330849523885,Gravimetry,3000,5,32
6647,6.03054470609414,46.2340005419788,Gravimetry,3000,5,-13
6648,6.03056800181599,46.2331011257786,Gravimetry,3000,5,8
6649,6.031840797492,46.2340167007663,Seismic 2D,4000,15,7
6650,6.03186407179647,46.2331172843014,Gravimetry,3000,5,23
6651,6.03309038158752,46.2358316782271,Gravimetry,3000,5,1
6652,6.0331136360035,46.2349322614431,Gravimetry,3000,5,30
6653,6.03313688965499,46.2340328446863,Gravimetry,3000,5,41
6654,6.03316014254205,46.233133427957,Gravimetry,3000,1,26
6655,6.03438651735198,46.235847807808,Gravimetry,3000,5,25
6656,6.03440975034909,46.2349483907597,Gravimetry,3000,5,43
6657,6.03443298258243,46.2340489737387,Gravimetry,3000,5,-1
6658,6.03445621405202,46.2331495567453,Seismic 2D,4000,15,28
6659,6.03059129677203,46.2322017096061,Gravimetry,3000,5,-7
6660,6.03061459096231,46.2313022934616,Gravimetry,3000,5,3
6661,6.03063788438688,46.2304028773451,Gravimetry,3000,5,28
6662,6.03188734533584,46.2322178678643,Gravimetry,3000,5,42
6663,6.03191061811016,46.231318451455,Gravimetry,3000,5,-15
6664,6.03193389011947,46.230419035074,Gravimetry,3000,5,28
6665,6.03318339466471,46.2322340112554,Gravimetry,3000,5,-14
6666,6.03320664602302,46.2313345945818,Gravimetry,3000,5,32
6667,6.03322989661702,46.2304351779363,Gravimetry,3000,5,34
6668,6.03447944475793,46.2322501397795,Seismic 2D,4000,15,-3
6669,6.03450267470019,46.2313507228416,Gravimetry,3000,5,5
6670,6.03452590387884,46.230451305932,Gravimetry,3000,5,0
6671,6.03575228632569,46.2331656706662,Gravimetry,3000,5,34
6672,6.0357754956148,46.2322662534365,Seismic 2D,4000,15,23
6673,6.03579870414096,46.2313668362347,Seismic 2D,4000,15,23
6674,6.03582191190422,46.2304674190611,Gravimetry,3000,5,35
6675,6.03704835936235,46.2331817697198,Gravimetry,3000,5,32
6676,6.03707154723461,46.2322823522264,Gravimetry,3000,5,36
6677,6.03709473434464,46.2313829347609,Gravimetry,3000,5,8
6678,6.03711792069246,46.2304835173237,Gravimetry,3000,1,-15
6679,6.03834443316129,46.233197853906,Gravimetry,3000,5,15
6680,6.03836759961667,46.2322984361492,Gravimetry,3000,5,22
6681,6.03839076531051,46.2313990184203,Gravimetry,3000,5,18
6682,6.03841393024286,46.2304996007196,Seismic 2D,4000,15,12
6683,6.03454913229393,46.2295518890507,Gravimetry,3000,5,30
6684,6.0345723599455,46.228652472198,Gravimetry,3000,5,-1
6685,6.03584511890462,46.2295680019159,Gravimetry,3000,5,-4
6686,6.03586832514221,46.2286685847993,Gravimetry,3000,5,6
6687,6.03714110627813,46.2295840999148,Gravimetry,3000,5,7
6688,6.03843709441375,46.2296001830473,Seismic 2D,4000,15,42
6689,6.03968679703788,46.2314150872128,Gravimetry,3000,5,-4
6690,6.0397099405547,46.2305156692489,Gravimetry,3000,5,-9
6691,6.03973308331078,46.2296162513134,Gravimetry,3000,5,22
6692,6.04098282952604,46.2314311411384,Gravimetry,3000,5,43
6693,6.0410059516273,46.2305317229115,Gravimetry,3000,5,14
6694,6.04102907296851,46.2296323047131,Gravimetry,3000,5,11
6695,6.04234816255326,46.2287489248139,Gravimetry,3000,5,-15
6696,6.04237126096101,46.2278495064103,Gravimetry,3000,5,-2
6697,6.05303685266952,46.2162848115807,Gravimetry,3000,1,22
6698,6.05305976922136,46.2153853915128,Gravimetry,3000,5,-11
6699,6.05437831829391,46.2145018717846,Seismic 2D,4000,15,17
6700,6.05440121193717,46.2136024515211,Gravimetry,3000,5,-4
6701,6.05442410482821,46.2127030312904,Gravimetry,3000,5,-9
6702,6.05567395231987,46.2145177572295,Seismic 2D,4000,15,21
6703,6.05569682456044,46.2136183367059,Seismic 2D,4000,15,49
6704,6.0557196960495,46.2127189162151,Gravimetry,3000,1,18
6705,6.0544469969671,46.2118036110926,Gravimetry,3000,5,4
6706,6.05446988835387,46.210904190928,Gravimetry,3000,5,4
6707,6.05574256678711,46.2118194957572,Gravimetry,3000,5,-5
6708,6.0557654367733,46.2109200753324,Gravimetry,3000,5,36
6709,6.05703813735854,46.21183536556,Seismic 2D,4000,15,51
6710,6.05706098594411,46.2109359448754,Seismic 2D,4000,15,15
6711,6.05833370868068,46.211851220501,Gravimetry,3000,5,40
6712,6.05835653586558,46.2109517995568,Seismic 2D,4000,15,7
6713,6.05962928075283,46.2118670605803,Gravimetry,3000,5,9
6714,6.05965208653703,46.2109676393768,Seismic 2D,4000,15,33
6715,6.057083833779,46.2100365242242,Seismic 2D,4000,15,8
6716,6.05710668086327,46.2091371036066,Gravimetry,3000,5,-14
6717,6.05712952719696,46.2082376830229,Gravimetry,3000,5,-4
6718,6.05837936230052,46.2100523786461,Seismic 2D,4000,15,48
6719,6.05840218798553,46.2091529577689,Seismic 2D,4000,15,25
6720,6.05842501292066,46.2082535369256,Seismic 2D,4000,15,15
6721,6.05967489157196,46.2100682182066,Seismic 2D,4000,15,42
6722,6.05969769585767,46.2091687970701,Seismic 2D,4000,15,-5
6723,6.0597204993942,46.2082693759675,Seismic 2D,4000,15,51
6724,6.06097042159263,46.2100840429059,Gravimetry,3000,5,22
6725,6.06099320447899,46.2091846215103,Gravimetry,3000,5,1
6726,6.06101598661688,46.2082852001485,Gravimetry,3000,1,2
6727,6.0571523727801,46.2073382624733,Gravimetry,3000,5,-15
6728,6.05717521761274,46.2064388419578,Gravimetry,3000,5,28
6729,6.05844783710594,46.2073541161164,Seismic 2D,4000,15,40
6730,6.05847066054143,46.2064546953414,Gravimetry,3000,5,21
6731,6.05974330218159,46.207369954899,Seismic 2D,4000,15,37
6732,6.05976610421988,46.2064705338647,Gravimetry,3000,5,-10
6733,6.06103876800633,46.2073857788209,Seismic 2D,4000,15,32
6734,6.06106154864739,46.2064863575275,Gravimetry,3000,5,44
6735,6.06228871384879,46.2092004310893,Gravimetry,3000,5,-13
6736,6.062311474588,46.2083010094688,Gravimetry,3000,5,24
6737,6.06233423457947,46.2074015878823,Seismic 2D,4000,15,21
6738,6.06235699382324,46.2065021663301,Seismic 2D,4000,15,45
6739,6.06108432854009,46.2055869362687,Gravimetry,3000,5,15
6740,6.06110710768448,46.2046875150447,Gravimetry,3000,5,14
6741,6.0611298860806,46.2037880938556,Gravimetry,3000,5,23
6742,6.06237975231937,46.2056027448125,Seismic 2D,4000,15,20
6743,6.06240251006788,46.2047033233296,Gravimetry,3000,5,-11
6744,6.06242526706883,46.2038039018816,Gravimetry,3000,5,2
6745,6.06367517684625,46.2056185384961,Seismic 2D,4000,15,33
6746,6.06369791319885,46.2047191167546,Seismic 2D,4000,15,4
6747,6.06372064880459,46.2038196950481,Gravimetry,3000,5,17
6748,6.06497060212005,46.2056343173195,Gravimetry,3000,5,42
6749,6.06499331707668,46.2047348953197,Seismic 2D,4000,15,8
6750,6.06501603128716,46.2038354733549,Seismic 2D,4000,15,24
6751,6.06626602814004,46.2056500812828,Gravimetry,3000,5,43
6752,6.06628872170067,46.2047506590249,Seismic 2D,4000,15,42
6753,6.06631141451585,46.203851236802,Seismic 2D,4000,15,22
6754,6.06756145490554,46.2056658303859,Gravimetry,3000,5,-8
6755,6.06758412707013,46.2047664078702,Seismic 2D,4000,15,0
6756,6.06760679848996,46.2038669853895,Seismic 2D,4000,15,28
6757,6.0637433836635,46.2029202733769,Gravimetry,3000,5,-7
6758,6.06376611777563,46.202020851741,Gravimetry,3000,5,34
6759,6.06503874475152,46.2029360514253,Seismic 2D,4000,15,40
6760,6.0650614574698,46.2020366295312,Gravimetry,3000,5,34
6761,6.06633410658561,46.2029518146144,Seismic 2D,4000,15,4
6762,6.06635679790999,46.2020523924622,Gravimetry,3000,5,36
6763,6.06762946916508,46.202967562944,Seismic 2D,4000,15,41
6764,6.06765213909552,46.202068140534,Gravimetry,3000,5,20
6765,6.00244557892752,46.1688673466507,Gravimetry,3000,5,13
6766,6.00246931104793,46.1679679391498,Gravimetry,3000,5,6
6767,6.00249304238955,46.1670685316923,Gravimetry,3000,1,16
6768,6.00374011234979,46.1688838279496,Seismic 2D,1000,15,25
6769,6.00376382310437,46.1679844201791,Gravimetry,3000,1,-15
6770,6.00378753308085,46.167085012452,Gravimetry,3000,1,17
6771,6.0050346465502,46.168900294399,Seismic 2D,1000,15,5
6772,6.00505833593889,46.1680008863591,Gravimetry,3000,1,0
6773,6.0050820245502,46.1671014783626,Gravimetry,3000,5,-8
6774,6.00632918152804,46.1689167459986,Seismic 2D,1000,15,29
6775,6.0063528495508,46.1680173376896,Seismic 2D,1000,15,21
6776,6.00637651679688,46.167117929424,Gravimetry,3000,5,25
6777,6.00762371728261,46.1689331827487,Seismic 2D,1000,15,-1
6778,6.0076473639394,46.1680337741707,Gravimetry,3000,5,7
6779,6.0076710098202,46.1671343656362,Gravimetry,3000,5,-10
6780,6.0088946277471,46.1698490135389,Seismic 2D,1000,15,40
6781,6.0089182538132,46.168949604649,Seismic 2D,1000,15,42
6782,6.00894187910398,46.1680501958024,Gravimetry,3000,5,19
6783,6.00896550361947,46.1671507869992,Gravimetry,3000,5,-12
6784,6.01018918641979,46.1698654208579,Gravimetry,3000,5,11
6785,6.01021279111913,46.1689660116996,Seismic 2D,4000,15,-3
6786,6.01023639504385,46.1680666025846,Seismic 2D,4000,15,30
6787,6.01025999819398,46.167167193513,Gravimetry,3000,5,-9
6788,6.01148374586714,46.169881813327,Seismic 2D,1000,15,16
6789,6.01150732919969,46.1689824039005,Seismic 2D,4000,15,33
6790,6.0115309117583,46.1680829945172,Seismic 2D,4000,15,0
6791,6.01155449354303,46.1671835851776,Gravimetry,3000,5,39
6792,6.01277830608847,46.169898190946,Gravimetry,3000,5,-6
6793,6.01280186805417,46.1689987812516,Gravimetry,3000,1,-19
6794,6.01282542924664,46.1680993716004,Gravimetry,3000,1,-8
6795,6.01284898966592,46.1671999619928,Seismic 2D,4000,15,27
6796,6.01407286708308,46.1699145537151,Gravimetry,3000,5,-3
6797,6.01409640768188,46.169015143753,Gravimetry,3000,5,34
6798,6.01411994750816,46.1681157338341,Gravimetry,3000,1,0
6799,6.01414348656195,46.1672163239588,Seismic 2D,4000,15,28
6800,6.01028360056957,46.1662677844851,Gravimetry,3000,5,26
6801,6.01030720217066,46.1653683755011,Gravimetry,3000,1,27
6802,6.01157807455392,46.1662841758815,Gravimetry,3000,5,-2
6803,6.01160165479101,46.1653847666294,Gravimetry,3000,5,20
6804,6.01287254931206,46.1663005524288,Seismic 2D,4000,15,20
6805,6.0128961081851,46.1654011429088,Gravimetry,3000,5,34
6806,6.0141670248433,46.1663169141272,Seismic 2D,4000,15,44
6807,6.01419056235225,46.1654175043394,Seismic 2D,4000,15,6
6808,6.01541446654216,46.1681320812183,Gravimetry,3000,5,4
6809,6.01543798423042,46.1672326710755,Gravimetry,3000,5,4
6810,6.01546150114694,46.1663332609764,Seismic 2D,4000,15,2
6811,6.01548501729175,46.1654338509213,Seismic 2D,4000,15,34
6812,6.01670898634795,46.1681484137529,Gravimetry,3000,5,9
6813,6.01673248267063,46.1672490033429,Gravimetry,3000,5,44
6814,6.01675597822227,46.1663495929766,Gravimetry,3000,5,-6
6815,6.01291966628509,46.1645017334329,Gravimetry,3000,5,32
6816,6.01421409908885,46.1645180945959,Gravimetry,3000,5,5
6817,6.01550853266492,46.1645344409103,Gravimetry,3000,5,22
6818,6.02205093316294,46.1619177159877,Seismic 2D,4000,15,-3
6819,6.02207433864611,46.1610183048223,Seismic 2D,4000,15,12
6820,6.02334530727128,46.1619339724125,Gravimetry,3000,5,34
6821,6.02336869139355,46.1610345609813,Seismic 2D,4000,15,44
6822,6.01950908289123,46.160086337374,Gravimetry,3000,5,5
6823,6.01953252955744,46.1591869268321,Gravimetry,3000,1,-7
6824,6.01955597545439,46.1582875163358,Gravimetry,3000,1,-14
6825,6.02080341274199,46.1601026229619,Gravimetry,3000,5,10
6826,6.02082683804879,46.1592032121535,Gravimetry,3000,1,-13
6827,6.02085026258704,46.158303801391,Gravimetry,3000,1,-2
6828,6.02209774336135,46.1601188937023,Gravimetry,3000,5,36
6829,6.02212114730869,46.1592194826279,Gravimetry,3000,5,-11
6830,6.02214455048818,46.1583200715991,Gravimetry,3000,5,-2
6831,6.02339207474859,46.1601351495953,Seismic 2D,4000,15,34
6832,6.02341545733644,46.159235738255,Gravimetry,3000,5,20
6833,6.02343883915714,46.1583363269603,Gravimetry,3000,5,25
6834,6.02466304490822,46.1610508022924,Gravimetry,3000,5,-9
6835,6.02468640690302,46.1601513906409,Seismic 2D,4000,15,-2
6836,6.02470976813133,46.1592519790348,Seismic 2D,4000,15,37
6837,6.02473312859319,46.1583525674745,Seismic 2D,4000,15,49
6838,6.02595739918943,46.1610670287559,Gravimetry,3000,5,19
6839,6.02598073982395,46.1601676168389,Gravimetry,3000,5,10
6840,6.02600407969267,46.1592682049674,Seismic 2D,4000,15,47
6841,6.02602741879565,46.1583687931417,Seismic 2D,4000,15,43
6842,6.02725175423647,46.1610832403716,Gravimetry,3000,5,22
6843,6.02727507351066,46.1601838281894,Gravimetry,3000,5,1
6844,6.02729839201976,46.1592844160527,Gravimetry,3000,5,16
6845,6.02732170976382,46.1583850039619,Seismic 2D,4000,15,30
6846,6.02346222021073,46.1574369157117,Gravimetry,3000,5,11
6847,6.02348560049727,46.1565375045093,Gravimetry,3000,5,16
6848,6.02475648828865,46.1574531559602,Gravimetry,3000,5,5
6849,6.02477984721774,46.1565537444922,Gravimetry,3000,5,-3
6850,6.02605075713293,46.157469381362,Gravimetry,3000,5,11
6851,6.02607409470454,46.1565699696286,Gravimetry,3000,5,-14
6852,6.02734502674286,46.157485591917,Seismic 2D,4000,15,-1
6853,6.02736834295695,46.1565861799184,Gravimetry,3000,5,-11
6854,6.0285927051119,46.1593006122908,Gravimetry,3000,5,38
6855,6.02861600149698,46.158401199935,Seismic 2D,4000,15,52
6856,6.02863929711776,46.1575017876252,Seismic 2D,4000,15,25
6857,6.02866259197428,46.1566023753617,Gravimetry,3000,5,-2
6858,6.02988701896838,46.1593167936816,Gravimetry,3000,5,10
6859,6.02991029399446,46.1584173810611,Gravimetry,3000,5,6
6860,6.02993356825692,46.1575179684866,Seismic 2D,4000,15,40
6861,6.03118133358851,46.159332960225,Gravimetry,3000,5,44
6862,6.03120458725553,46.1584335473401,Gravimetry,3000,5,14
6863,6.03122784015964,46.1575341345012,Gravimetry,3000,5,38
6864,6.03522659317552,46.1530854760088,Seismic 2D,4000,15,41
6865,6.03524977744038,46.1521860626592,Gravimetry,3000,5,14
6866,6.03652076134334,46.1531015813187,Seismic 2D,4000,15,15
6867,6.03654392425387,46.1522021677056,Seismic 2D,4000,15,48
6868,6.03776864488121,46.1549164996774,Gravimetry,3000,5,26
6869,6.0377917879557,46.1540170857066,Gravimetry,3000,5,18
6870,6.03781493027101,46.153117671783,Gravimetry,3000,5,8
6871,6.03783807182716,46.1522182579066,Gravimetry,3000,5,20
6872,6.03906285727896,46.1549325758218,Gravimetry,3000,5,27
6873,6.03908597899763,46.154033161588,Gravimetry,3000,5,-8
6874,6.03910909995782,46.1531337474014,Gravimetry,3000,5,3
6875,6.03913222015956,46.1522343332622,Gravimetry,3000,5,-2
6876,6.04035707043523,46.1549486371199,Gravimetry,3000,5,-13
6877,6.04038017079805,46.1540492226234,Gravimetry,3000,1,32
6878,6.04040327040308,46.1531498081741,Gravimetry,3000,5,6
6879,6.04042636925036,46.1522503937722,Gravimetry,3000,5,28
6880,6.03656708640459,46.1513027541401,Seismic 2D,4000,15,28
6881,6.03659024779556,46.1504033406225,Gravimetry,3000,1,2
6882,6.0366134084268,46.149503927153,Gravimetry,3000,5,14
6883,6.03786121262421,46.151318844078,Seismic 2D,4000,15,12
6884,6.0378843526622,46.1504194302972,Seismic 2D,4000,15,4
6885,6.03790749194117,46.1495200165645,Gravimetry,3000,5,-9
6886,6.03915533960289,46.1513349191706,Gravimetry,3000,5,-4
6887,6.03917845828787,46.1504355051269,Seismic 2D,4000,15,42
6888,6.03920157621452,46.1495360911313,Seismic 2D,4000,15,49
6889,6.04044946733994,46.151350979418,Gravimetry,3000,5,-6
6890,6.04047256467185,46.1504515651116,Seismic 2D,4000,15,44
6891,6.04049566124614,46.1495521508533,Seismic 2D,4000,15,21
6892,6.03663656829837,46.1486045137317,Gravimetry,3000,5,5
6893,6.03665972741031,46.1477051003589,Gravimetry,3000,5,43
6894,6.03793063046117,46.1486206028801,Gravimetry,3000,5,3
6895,6.03795376822223,46.1477211892442,Gravimetry,3000,5,-7
6896,6.0392246933829,46.148636677184,Gravimetry,3000,5,-4
6897,6.03924780979304,46.1477372632852,Gravimetry,3000,5,30
6898,6.04051875706286,46.1486527366433,Seismic 2D,4000,15,54
6899,6.04054185212204,46.147753322482,Gravimetry,3000,5,17
6900,6.04176667181345,46.1504676102512,Gravimetry,3000,5,4
6901,6.04178974703534,46.1495681957306,Seismic 2D,4000,15,14
6902,6.04181282150035,46.1486687812582,Seismic 2D,4000,15,29
6903,6.04183589520853,46.1477693668344,Seismic 2D,4000,15,1
6904,6.04306077971197,46.1504836405459,Gravimetry,3000,5,21
6905,6.04308383358141,46.149584225763,Gravimetry,3000,5,18
6906,6.04310688669468,46.1486848110285,Gravimetry,3000,5,25
6907,6.039270925445,46.1468378494351,Gravimetry,3000,1,26
6908,6.04056494642374,46.1468539083692,Gravimetry,3000,1,4
6909,6.04185896815992,46.1468699524593,Seismic 2D,4000,15,-2
6910,6.07369670357283,46.2017519451283,Seismic 2D,4000,15,54
6911,6.07414646140948,46.2012424557625,Seismic 2D,4000,15,33
6912,6.07417397987549,46.2003478107208,Seismic 2D,4000,15,12
6913,6.07419654061237,46.1994483871331,Seismic 2D,4000,15,6
6914,6.07561068976582,46.2017463133247,Seismic 2D,4000,15,44
6915,6.07545764174404,46.2012510464962,Seismic 2D,4000,15,12
6916,6.075469282732,46.2003634691243,Seismic 2D,4000,15,52
6917,6.07549182207679,46.1994640452803,Seismic 2D,4000,15,22
6918,6.07724379464927,46.2017737840148,Seismic 2D,4000,15,1
6919,6.07674389380203,46.2012684310864,Seismic 2D,4000,15,53
6920,6.07676458632884,46.2003791126689,Seismic 2D,4000,15,28
6921,6.0767871042815,46.1994796885689,Seismic 2D,4000,15,53
6922,6.07830185787802,46.2018424621094,Seismic 2D,4000,15,51
6923,6.07803826032921,46.201293534839,Seismic 2D,4000,15,41
6924,6.07805989066531,46.2003947413548,Seismic 2D,4000,15,28
6925,6.0780823872258,46.1994953169988,Seismic 2D,4000,15,20
6926,6.07421910060826,46.1985489635818,Gravimetry,3000,5,31
6927,6.07424165986319,46.1976495400671,Gravimetry,3000,5,11
6928,6.07551436068129,46.1985646214727,Seismic 2D,1000,15,47
6929,6.07553689854554,46.1976651977016,Seismic 2D,1000,15,31
6930,6.07680962149457,46.1985802645052,Seismic 2D,4000,15,26
6931,6.0768321379681,46.1976808404781,Seismic 2D,1000,15,-1
6932,6.07810488304741,46.1985958926793,Seismic 2D,1000,15,-2
6933,6.07812737813016,46.1976964683964,Seismic 2D,4000,15,50
6934,6.07426421837721,46.1967501165893,Seismic 2D,1000,15,38
6935,6.07428677615035,46.1958506931485,Seismic 2D,1000,15,19
6936,6.07430933318268,46.1949512697449,Gravimetry,3000,5,16
6937,6.07555943566958,46.1967657739675,Seismic 2D,1000,15,-2
6938,6.07558197205344,46.1958663502704,Seismic 2D,1000,15,33
6939,6.07560450769719,46.1949669266106,Gravimetry,3000,5,35
6940,6.07685465370211,46.1967814164879,Seismic 2D,4000,15,37
6941,6.07687716869666,46.1958819925347,Seismic 2D,4000,15,51
6942,6.07689968295178,46.1949825686188,Seismic 2D,4000,15,45
6943,6.07814987247411,46.1967970441504,Seismic 2D,4000,15,19
6944,6.0781723660793,46.1958976199414,Seismic 2D,4000,15,50
6945,6.07819485894576,46.1949981957697,Seismic 2D,4000,15,9
6946,6.07935519574071,46.2004103551817,Seismic 2D,4000,15,18
6947,6.07937767090899,46.1995109305701,Seismic 2D,4000,15,53
6948,6.07940014533909,46.198611505995,Seismic 2D,1000,15,5
6949,6.07942261903103,46.1977120814566,Seismic 2D,1000,15,50
6950,6.08065050155434,46.2004259541498,Seismic 2D,1000,15,11
6951,6.08067295533037,46.1995265292829,Seismic 2D,1000,15,53
6952,6.08069540836891,46.1986271044524,Seismic 2D,1000,15,7
6953,6.08071786067001,46.1977276796586,Seismic 2D,1000,15,15
6954,6.07944509198488,46.1968126569549,Seismic 2D,1000,15,2
6955,6.07946756420066,46.1959132324904,Seismic 2D,4000,15,10
6956,6.07949003567842,46.1950138080631,Seismic 2D,4000,15,37
6957,6.0807403122337,46.1968282549016,Gravimetry,3000,1,21
6958,6.08076276306004,46.1959288301817,Gravimetry,3000,1,30
6959,6.08078521314905,46.1950294054991,Seismic 2D,4000,15,1
6960,6.07692219646753,46.1940831447404,Seismic 2D,4000,15,8
6961,6.07694470924393,46.1931837208998,Seismic 2D,4000,15,20
6962,6.07821735107354,46.1940987716355,Seismic 2D,4000,15,23
6963,6.07823984246269,46.1931993475391,Seismic 2D,4000,15,7
6964,6.0795125064182,46.1941143836734,Seismic 2D,4000,15,21
6965,6.07953497642004,46.1932149593214,Seismic 2D,4000,15,25
6966,6.08080766250079,46.1941299808541,Seismic 2D,4000,15,24
6967,6.08083011111529,46.1932305562468,Seismic 2D,4000,15,52
6968,6.07696722128104,46.192284297097,Gravimetry,3000,5,11
6969,6.07698973257888,46.1913848733325,Gravimetry,3000,5,-13
6970,6.07701224313752,46.1904854496063,Gravimetry,3000,5,40
6971,6.07826233311324,46.1922999234805,Seismic 2D,4000,15,1
6972,6.07828482302523,46.1914004994602,Gravimetry,3000,5,-12
6973,6.07830731219871,46.1905010754783,Gravimetry,3000,5,-1
6974,6.07955744568399,46.1923155350073,Seismic 2D,4000,15,54
6975,6.07957991421009,46.1914161107315,Seismic 2D,4000,15,29
6976,6.07960238199837,46.190516686494,Seismic 2D,4000,15,27
6977,6.0808525589926,46.1923311316775,Seismic 2D,4000,15,34
6978,6.08087500613275,46.1914317071463,Seismic 2D,4000,15,52
6979,6.0808974525358,46.1905322826536,Seismic 2D,4000,15,8
6980,6.07703475295698,46.1895860259188,Gravimetry,3000,5,-8
6981,6.07705726203731,46.18868660227,Gravimetry,3000,5,-10
6982,6.07832980063372,46.189601651535,Gravimetry,3000,5,0
6983,6.0783522883303,46.1887022276305,Gravimetry,3000,5,10
6984,6.07962484904888,46.1896172622952,Seismic 2D,4000,15,25
6985,6.07964731536167,46.1887178381352,Seismic 2D,4000,15,53
6986,6.08091989820178,46.1896328581995,Seismic 2D,4000,15,52
6987,6.08094234313073,46.1887334337842,Seismic 2D,4000,15,32
6988,6.07707977037855,46.1877871786603,Gravimetry,3000,5,-12
6989,6.07710227798075,46.1868877550899,Gravimetry,3000,5,-13
6990,6.07712478484394,46.185988331559,Gravimetry,3000,5,25
6991,6.07837477528849,46.187802803765,Gravimetry,3000,5,-2
6992,6.07839726150834,46.1869033799389,Gravimetry,3000,5,42
6993,6.07841974698988,46.1860039561522,Gravimetry,3000,5,14
6994,6.07966978093677,46.1878184140143,Seismic 2D,4000,15,16
6995,6.07969224577423,46.1869189899326,Seismic 2D,4000,15,3
6996,6.07971470987408,46.1860195658905,Seismic 2D,1000,15,51
6997,6.0809647873227,46.187834009408,Seismic 2D,4000,15,-4
6998,6.08098723077772,46.1869345850712,Seismic 2D,4000,15,49
6999,6.08100967349584,46.1860351607738,Seismic 2D,1000,15,16
7000,6.07714729096817,46.1850889080678,Gravimetry,3000,5,-8
7001,6.07716979635348,46.1841894846165,Seismic 2D,1000,15,3
7002,6.07844223173316,46.1851045324053,Gravimetry,3000,5,-11
7003,6.07846471573823,46.1842051086983,Seismic 2D,1000,15,1
7004,6.07973717323638,46.1851201418881,Seismic 2D,1000,15,20
7005,6.07975963586115,46.1842207179257,Gravimetry,3000,5,37
7006,6.08103211547711,46.1851357365161,Seismic 2D,4000,15,40
7007,6.08105455672155,46.1842363122985,Seismic 2D,4000,15,20
7008,6.08228221651811,46.1869501653544,Seismic 2D,1000,15,36
7009,6.08230463785446,46.1860507408021,Seismic 2D,1000,15,54
7010,6.08232705845465,46.1851513162894,Gravimetry,3000,5,9
7011,6.08234947831873,46.1842518918168,Seismic 2D,4000,15,-1
7012,6.08357720299471,46.1869657307824,Seismic 2D,1000,15,33
7013,6.08359960294924,46.1860663059753,Gravimetry,3000,5,18
7014,6.08362200216832,46.1851668812079,Gravimetry,3000,5,-6
7015,6.08364440065198,46.1842674564806,Gravimetry,3000,5,-2
7016,6.0848721902068,46.1869812813551,Gravimetry,3000,5,10
7017,6.08489456877948,46.1860818562935,Gravimetry,3000,5,-14
7018,6.0849169466174,46.1851824312716,Gravimetry,3000,5,15
7019,6.08493932372061,46.1842830062897,Gravimetry,3000,5,19
7020,6.08107699722922,46.183336888121,Gravimetry,3000,5,35
